学名 withAuthor,和名,別名,ステータス,ID,発表年,,,,,,,,,,,,,,,,,,
Stimpsonia chamaedryoides C.Wright ex A.Gray,ホザキザクラ,ホザキノコケサクラソウ，ホザキサクラソウ，ナゼザクラ,標準,8097,1858,,,,,,,,,,,,,,,,,,
Primula kisoana Miq.,カッコソウ,キソザクラ (Makino 1894)，キソコザクラ,標準,8099,1867,,,,,,,,,,,,,,,,,,
Primula jesoana Miq.  var. pubescens (Takeda) Takeda et H.Hara,エゾオオサクラソウ,エゾサクラソウ，エゾノサクラソウ、ウスゲノエゾザクラ,標準,8101,1936,,,,,,,,,,,,,,,,,,
Primula reinii Franch. et Sav.  var. reinii,コイワザクラ,オオミネコザクラ,標準,8104,1878,,,,,,,,,,,,,,,,,,
Primula reinii Franch. et Sav.  var. kitadakensis (H.Hara) Ohwi,クモイコザクラ,キヨサトコザクラ,標準,8105,1953,,,,,,,,,,,,,,,,,,
Primula reinii Franch. et Sav.  var. myogiensis H.Hara,ミョウギコザクラ,ミョウギイワザクラ,標準,8106,1955,,,,,,,,,,,,,,,,,,
Primula cuneifolia Ledeb.  var. hakusanensis (Franch.) Makino,ハクサンコザクラ,ナンキンコザクラ,標準,8111,1902,,,,,,,,,,,,,,,,,,
Androsace chamaejasme Host  subsp. capitata (Willd. ex Roem. et Schult.) Korobkov,トチナイソウ,チシマコザクラ,標準,8112,1980,,,,,,,,,,,,,,,,,,
Primula cuneifolia Ledeb.  var. cuneifolia,エゾコザクラ,リシリコザクラ,標準,8113,1814,,,,,,,,,,,,,,,,,,
Primula yuparensis Takeda,ユウバリコザクラ,ユウパリコザクラ,標準,8116,1913,,,,,,,,,,,,,,,,,,
Androsace umbellata (Lour.) Merr.,リュウキュウコザクラ,コケサクラソウ,標準,8118,1919,,,,,,,,,,,,,,,,,,
Primula obconica Hance,トキワザクラ,トキワコザクラ,標準,10688,1880,,,,,,,,,,,,,,,,,,
Primula denticulata Sm.,タマザキサクラソウ,カサザキサクラソウ,標準,12761,1806,,,,,,,,,,,,,,,,,,
Primula sinensis Sabine ex Lindl.,カンコザクラ,カンザクラ，チュウカザクラ,標準,12767,1821,,,,,,,,,,,,,,,,,,
Cyclamen repandum Sibth. et Sm.,ツタバシクラメン,ミニシクラメン,標準,13567,1806,,,,,,,,,,,,,,,,,,
Lysimachia vulgaris L.  var. davurica (Ledeb.) R.Knuth  f. latifolia (Korsh.) H.Hara,ヒロハクサレダマ,エゾクサレダマ,標準,14162,1956,,,,,,,,,,,,,,,,,,
Primula matthioli (L.) V.A.Richt.  subsp. sachalinensis (Losinsk.) Kovt.,サクラソウモドキ,カラフトサクラソウモドキ，エゾノサクラソウモドキ，レブンサクラソウモドキ,標準,16151,2011,,,,,,,,,,,,,,,,,,
Lysimachia vulgaris L.  var. vulgaris,セイヨウクサレダマ,ヒロハクサレダマ (Ishii 1956),標準,16200,1753,,,,,,,,,,,,,,,,,,
Primula jesoana Miq.  var. jesoana  f. leucantha H.Hara,シロバナミヤマサクラソウ,"シロバナオオサクラソウ (Yamazaki 1993, non Tatewaki 1928)",標準,18341,1936,,,,,,,,,,,,,,,,,,
Primula jesoana Miq.  var. pubescens (Takeda) Takeda et H.Hara  f. albiflora Tatew.,シロバナエゾオオサクラソウ,シロバナオオサクラソウ (Tatewaki 1928),標準,18342,1936,,,,,,,,,,,,,,,,,,
Maesa perlaria (Lour.) Merr.  var. formosana (Mez) Yuen P.Yang,シマイズセンリョウ,カラウバガネ,標準,21324,1998,,,,,,,,,,,,,,,,,,
Primula cuneifolia Ledeb.  var. hakusanensis (Franch.) Makino  f. alba H.Hara,シロバナハクサンコザクラ,シロバナナンキンコザクラ (Makino 1917),標準,21343,1949,,,,,,,,,,,,,,,,,,
Primula farinosa L.  subsp. farinosa,セイヨウユキワリソウ,シベリアユキワリソウ,標準,21346,1753,,,,,,,,,,,,,,,,,,
Primula farinosa L.  subsp. modesta (Bisset et S.Moore) Pax  var. modesta (Bisset et S.Moore) Makino ex T.Yamaz.,ユキワリソウ,オオユキワリソウ,標準,21353,2003,,,,,,,,,,,,,,,,,,
Primula nutans Georgi,ラシュワコザクラ,マルバコザクラ (Kitagawa  1939),標準,21358,1775,,,,,,,,,,,,,,,,,,
Primula vulgaris Huds.,イチゲコザクラ,プリムローズ,標準,21361,1762,,,,,,,,,,,,,,,,,,
Primula auriculata Lam.,ナガバノミミサクラソウ,ナガバノサクラソウ,標準,22810,1790,,,,,,,,,,,,,,,,,,
Primula capitata Hook.,マリコザクラ (temp.),テマリコザクラ,標準,22812,1850,,,,,,,,,,,,,,,,,,
Androsace incana Lam.,サイトウソウ,アシナガコザクラ,標準,23983,1792,,,,,,,,,,,,,,,,,,
Primula tosaensis Yatabe  var. brachycarpa (H.Hara) Ohwi,シナノコザクラ,カマナシコザクラ，ナガバコイワザクラ，ナガバイワザクラ,標準,24101,1954,,,,,,,,,,,,,,,,,,
Androsace septentrionalis L.,ハリコザクラ,キタコザクラ,標準,25762,1753,,,,,,,,,,,,,,,,,,
Primula matthioli (L.) V.A.Richt.,サクラソウモドキ,カラフトサクラソウモドキ，エゾノサクラソウモドキ，レブンサクラソウモドキ,広義,26032,1894,,,,,,,,,,,,,,,,,,
Lysimachia nummularia L.,コバンコナスビ,ヨウシュコナスビ，コバンバコナスビ,標準,28145,1753,,,,,,,,,,,,,,,,,,
Primula tosaensis Yatabe  var. tosaensis,イワザクラ,トサザクラ (Yatabe 1890),標準,29204,1890,,,,,,,,,,,,,,,,,,
Ardisia cornudentata Mez  subsp. cornudentata,ヒイラギマンリョウ,クラルコウジ，アリサンマンリョウ,標準,37320,1902,,,,,,,,,,,,,,,,,,
Ardisia elliptica Thunb.,セイロンマンリョウ,コウトウタチバナ,標準,37324,1795,,,,,,,,,,,,,,,,,,
Embelia lenticellata Hayata,ツルサンショウモドキ (temp.),サンショウモドキ,標準,37332,1915,,,,,,,,,,,,,,,,,,
Maesa perlaria (Lour.) Merr.,シマウバガネ,シナイズセンリョウ,標準,37335,1935,,,,,,,,,,,,,,,,,,
Myrsine africana L.,,アクシバモドキ,標準,37336,1753,,,,,,,,,,,,,,,,,,
"Lysimachia maritima (L.) Galasso, Banfi et Soldano  var. maritima",タイリクシオマツバ,シオマツバ (Matsumura 1894),標準,39775,2005,,,,,,,,,,,,,,,,,,
Ardisia cornudentata Mez,ヒイラギマンリョウ,クラルコウジ，アリサンマンリョウ,広義,40324,1902,,,,,,,,,,,,,,,,,,
Primula matthioli (L.) V.A.Richt.  subsp. pekinensis (V.A.Richt.) Kovt.,セリバサクラソウモドキ,トウサクラソウモドキ (Kitagawa 1979),標準,40460,2011,,,,,,,,,,,,,,,,,,
Primula loeseneri Kitag.,サントウザクラ,ヒロハノサクラソウ,標準,40468,1936,,,,,,,,,,,,,,,,,,
Primula tschuktschorum Kjellm.  var. arctica (Koidz.) Fernald,エンドウザクラ,ホソバサクラソウ,標準,40658,1928,,,,,,,,,,,,,,,,,,
"Primula matthioli (L.) V.A.Richt.  subsp. 
sibirica (Andrz. ex Besser) Kovt.",シベリアサクラソウモドキ,トドジマサクラソウモドキ,標準,41000,2011,,,,,,,,,,,,,,,,,,
"Lysimachia maritima (L.) Galasso, Banfi et Soldano",ウミミドリ,シオマツバ (Matsumura 1894),広義,42116,2005,,,,,,,,,,,,,,,,,,
Camellia sinensis (L.) Kuntze  var. assamica (Choisy) Kitam.,アッサムチャ,ホソバチャ,標準,268,1950,,,,,,,,,,,,,,,,,,
Camellia sasanqua Thunb.,サザンカ,オキナワサザンカ,標準,2855,1784,,,,,,,,,,,,,,,,,,
Camellia sinensis (L.) Kuntze,チャノキ,"チャ, コバノチャ, トウチャ",標準,3885,1887,,,,,,,,,,,,,,,,,,
Stewartia pseudocamellia Maxim.,ナツツバキ,シャラノキ,標準,4427,1867,,,,,,,,,,,,,,,,,,
Stewartia serrata Maxim.,ヒコサンヒメシャラ,イチブサヒメシャラ，イチフサヒメシャラ,標準,5111,1867,,,,,,,,,,,,,,,,,,
Camellia lutchuensis T.Itô ,ヒメサザンカ,リュウキュウツバキ,標準,5278,1899,,,,,,,,,,,,,,,,,,
Stewartia monadelpha Siebold et Zucc.,ヒメシャラ,コナツツバキ，サルタノキ,標準,5289,1841,,,,,,,,,,,,,,,,,,
Camellia japonica L.  var. macrocarpa Masam.,ヤクシマツバキ,リンゴツバキ，オオミツバキ,標準,6596,1933,,,,,,,,,,,,,,,,,,
Camellia japonica L.,ヤブツバキ,ツバキ，ヤマツバキ，ホウザンツバキ，タイワンヤマツバキ,標準,6685,1753,,,,,,,,,,,,,,,,,,
Camellia rusticana Honda,ユキツバキ,オクツバキ，サルイワツバキ，ハイツバキ,標準,6849,1947,,,,,,,,,,,,,,,,,,
Camellia reticulata Lindl. ,トウツバキ,カラツバキ，チョウセンツバキ，ナンキンツバキ,標準,15554,1827,,,,,,,,,,,,,,,,,,
Camellia rusticana Honda  f. leucantha Honda,シロバナユキツバキ,シロユキツバキ,標準,20180,1957,,,,,,,,,,,,,,,,,,
Camellia japonica L.  f. leucantha Makino ex H.Hara,シロバナヤブツバキ,シロヤブツバキ,標準,20206,1954,,,,,,,,,,,,,,,,,,
Camellia uraku Kitam.,ウラク,ウラクツバキ，タロウカジャ,標準,20209,1952,,,,,,,,,,,,,,,,,,
Schima wallichii (DC.) Korth.  subsp. mertensiana (Siebold et Zucc.) Bloemb.,ヒメツバキ,ムニンヒメツバキ,標準,20724,1952,,,,,,,,,,,,,,,,,,
Camellia kissii Wall.,ヒマラヤサザンカ,トガリバサザンカ,標準,25181,1820,,,,,,,,,,,,,,,,,,
Camellia oleifera C.Abel,ユチャ,アブラツバキ，アブラチャ,標準,32283,1818,,,,,,,,,,,,,,,,,,
Camellia salicifolia Champ. ex Benth.,ヤナギバサザンカ,ヤナギバツバキ,標準,34220,1851,,,,,,,,,,,,,,,,,,
Camellia transarisanensis (Hayata) Cohen-Stuart,タイワンヒメサザンカ,アリサンヒメサザンカ,標準,34221,1919,,,,,,,,,,,,,,,,,,
Camellia brevistyla (Hayata) Cohen-Stuart,シマサザンカ,シマヤマサザンカ， タイワンサザンカ,標準,35897,1916,,,,,,,,,,,,,,,,,,
Camellia transnokoensis Hayata,テリバヒメサザンカ,テリバノヒメサザンカ,標準,35900,1919,,,,,,,,,,,,,,,,,,
Pyrenaria microcarpa (Dunn) H.Keng  var. shinkoensis (Hayata) T.L.Ming et S.X.Yang,シンコウサザンカ,シンコウツバキ,標準,35902,1997,,,,,,,,,,,,,,,,,,
Camellia caudata Wall.,タイワンヒメツバキ,トガリバヒメツバキ,広義,39572,1832,,,,,,,,,,,,,,,,,,
Symplocos cochinchinensis (Lour.) S.Moore,アオバノキ,カンコウハイノキ,標準,79,1914,,,,,,,,,,,,,,,,,,
Symplocos formosana Brand,アマシバ,オオバナシロバイ，タイワンハイノキ,標準,315,1901,,,,,,,,,,,,,,,,,,
Symplocos kawakamii Hayata,ウチダシクロキ,オガサワラクロキ,標準,798,1915,,,,,,,,,,,,,,,,,,
Symplocos prunifolia Siebold et Zucc.,クロバイ,トチシバ、ソメシバ、ハイノキ,標準,2259,1846,,,,,,,,,,,,,,,,,,
Symplocos paniculata (Thunb.) Miq.,クロミノニシゴリ,ニシゴリ、シロサワフタギ,標準,2287,1867,,,,,,,,,,,,,,,,,,
Symplocos nakaharae (Hayata) Masam.,ナカハラクロキ,リュウキュウクロキ,標準,4390,1940,,,,,,,,,,,,,,,,,,
Symplocos myrtacea Siebold et Zucc.,ハイノキ,イノコシバ,標準,4767,1846,,,,,,,,,,,,,,,,,,
Symplocos tanakae Matsum.,ヒロハノミミズバイ,"オニクロキ (Makino ex Hiyama in Yaso 26(258): 2, 1960)，ナガバノクロキ",標準,5504,1901,,,,,,,,,,,,,,,,,,
Symplocos caudata Wall. ex G.Don,ヤエヤマクロバイ,ソウザンハイノキ,標準,6543,1838,,,,,,,,,,,,,,,,,,
Symplocos stellaris Brand,ヤンバルミミズバイ,ヒロハミミズバイ、ビワバハイノキ,標準,6835,1900,,,,,,,,,,,,,,,,,,
Symplocos sawafutagi Nagam.,サワフタギ,ルリミノウシコロシ、ニシゴリ,標準,16177,1993,,,,,,,,,,,,,,,,,,
Symplocos konishii Hayata,コニシハイノキ,コニシカンザブロウノキ,標準,16180,1915,,,,,,,,,,,,,,,,,,
Symplocos sonoharae Koidz.,ミヤマシロバイ,ルスン,標準,16295,1928,,,,,,,,,,,,,,,,,,
Symplocos liukiuensis Matsum.,アオバナハイノキ,エラブハイノキ,標準,18350,1901,,,,,,,,,,,,,,,,,,
Symplocos chinensis (Lour.) Druce,カラサワフタギ,タイワンサワフタギ,標準,26989,1917,,,,,,,,,,,,,,,,,,
Symplocos congesta Benth.,オオバハイノキ,ランダイフタギ，クラルフタギ，クドウフタギ,標準,40686,1861,,,,,,,,,,,,,,,,,,
Symplocos heishanensis Hayata,ヘイシャナハイノキ,オオバカンザブロウ,標準,40695,1915,,,,,,,,,,,,,,,,,,
Symplocos modesta Brand,ヤマシマハイノキ,ホソエダハイノキ,標準,40699,1901,,,,,,,,,,,,,,,,,,
Symplocos setchuensis Brand,モチバハイノキ,タマザキハイノキ,標準,40704,1900,,,,,,,,,,,,,,,,,,
Schizocodon soldanelloides Siebold et Zucc.  var. soldanelloides,イワカガミ,コイワカガミ,標準,666,1843,,,,,,,,,,,,,,,,,,
Shortia rotundifolia (Maxim.) Makino,シマイワウチワ,シマイワカガミ，リュウキュウイワウチワ,標準,3092,1895,,,,,,,,,,,,,,,,,,
Shortia uniflora (Maxim.) Maxim.  var. orbicularis Honda,トクワカソウ,イワウチワ (s. str.),標準,4255,1954,,,,,,,,,,,,,,,,,,
Schizocodon ilicifolius Maxim.  var. australis T.Yamaz.,アカバナヒメイワカガミ,ベニバナヒメイワカガミ,標準,16294,1990,,,,,,,,,,,,,,,,,,
Shortia rotundifolia (Maxim.) Makino  var. transalpina (Hayata) T.Yamaz.,ミヤマイワウチワ,ミヤマイワカガミ,標準,40419,1990,,,,,,,,,,,,,,,,,,
Styrax japonicus Siebold et Zucc.,エゴノキ,"ロクロギ、チシャノキ、オオバエゴノキ, シマエゴノキ, ホソバエゴノキ, ヒメエゴノキ",標準,913,1838,,,,,,,,,,,,,,,,,,
Pterostyrax hispidus Siebold et Zucc.,オオバアサガラ,ケアサガラ,標準,1256,1846,,,,,,,,,,,,,,,,,,
Styrax japonicus Siebold et Zucc.  var. kotoensis (Hayata) Masam. et T.Suzuki,コウトウエゴノキ,"リュウキュウエゴノキ, オオバケエゴノキ",標準,2470,1933,,,,,,,,,,,,,,,,,,
Styrax shiraianus Makino,コハクウンボク,ウラジロコハクウンボク,標準,2643,1898,,,,,,,,,,,,,,,,,,
Styrax obassia Siebold et Zucc.,ハクウンボク,オオバヂシャ，オオバジシャ,標準,4793,1839,,,,,,,,,,,,,,,,,,
Styrax benzoin Dryand.,アンソクコウノキ,スマトラアンソクコウ,標準,12741,1787,,,,,,,,,,,,,,,,,,
Alniphyllum pterospermum Matsum.,エゴハンノキ,ハンノハエゴノキ,標準,39855,1901,,,,,,,,,,,,,,,,,,
Sarracenia purpurea L.,ムラサキヘイシソウ,ヘイシソウ,標準,11801,1753,,,,,,,,,,,,,,,,,,
Darlingtonia californica Torr.,ランチュウソウ,ウツボソウモドキ,標準,11804,1854,,,,,,,,,,,,,,,,,,
Actinidia arguta (Siebold et Zucc.) Planch. ex Miq.  var. arguta,サルナシ,シラクチヅル,標準,2914,1867,,,,,,,,,,,,,,,,,,
Actinidia rufa (Siebold et Zucc.) Planch. ex Miq.,シマサルナシ,ナシカズラ,標準,3119,1867,,,,,,,,,,,,,,,,,,
Saurauia tristyla DC.  var. oldhamii (Hemsl.) Finet et Gagnep.,タカサゴシラタマ,ヤエヤマシラタマ,標準,3638,1906,,,,,,,,,,,,,,,,,,
Actinidia kolomikta (Maxim. et Rupr.) Maxim.,ミヤママタタビ,ウスバシラクチヅル,標準,6315,1859,,,,,,,,,,,,,,,,,,
Actinidia callosa Lindl.  var. discolor C.F.Liang,タイワンサルナシ,アリサンサルナシ,標準,12916,1984,,,,,,,,,,,,,,,,,,
Saurauia tristyla DC.,タカサゴシラタマ,ヤエヤマシラタマ,広義,26057,1822,,,,,,,,,,,,,,,,,,
Actinidia arguta (Siebold et Zucc.) Planch. ex Miq.  var. arguta  f. platyphylla (A.Gray ex Miq.) H.Ohba,コクワ,コクワヅル,標準,32070,2006,,,,,,,,,,,,,,,,,,
Actinidia latifolia (Gardner et Champ.) Merr.,タカサゴサルナシ,"ビロードサルナシ， モンパサルナシ, ヒロハサルナシ (Hassegawa 2008)",標準,39558,1922,,,,,,,,,,,,,,,,,,
Actinidia chinensis Planch.,オニマタタビ,"キウイフルーツ，シナサルナシ (Makino in J. J. B. 7(7): (270), 1931)",広義,39560,1847,,,,,,,,,,,,,,,,,,
Clethra barbinervis Siebold et Zucc.,リョウブ,ミヤマリョウブ，チャボリョウブ,標準,6995,1846,,,,,,,,,,,,,,,,,,
Mitrastemon yamamotoi Makino,ヤッコソウ,タイワンヤッコソウ、ヒシガタヤッコソウ,標準,6633,1909,,,,,,,,,,,,,,,,,,
Rhododendron x hidaense Makino,アオヤシャクナゲ,アオシャクナゲ,標準,53,1949,,,,,,,,,,,,,,,,,,
Gaultheria adenothrix (Miq.) Maxim.,アカモノ,イワハゼ,標準,149,1872,,,,,,,,,,,,,,,,,,
Rhododendron pentaphyllum Maxim.  var. nikoense Komatsu,アカヤシオ,アカギツツジ,標準,150,1916,,,,,,,,,,,,,,,,,,
Rhododendron degronianum Carrière,アズマシャクナゲ,シャクナゲ,標準,241,1869,,,,,,,,,,,,,,,,,,
Pieris japonica (Thunb.) D.Don ex G.Don  subsp. japonica,アセビ,アセボ,標準,261,1834,,,,,,,,,,,,,,,,,,
Enkianthus subsessilis (Miq.) Makino,アブラツツジ,ヤマドウダン,標準,292,1894,,,,,,,,,,,,,,,,,,
Rhododendron amagianum (Makino) Makino,アマギツツジ,アマギミツバツツジ,標準,311,1936,,,,,,,,,,,,,,,,,,
Rhododendron tashiroi Maxim.  var. lasiophyllum Hatus.,アラゲサクラツツジ,ケサクラツツジ,標準,384,1949,,,,,,,,,,,,,,,,,,
Ledum palustre L.  subsp. diversipilosum (Nakai) H.Hara,イソツツジ,カラフトイソツツジ,広義,466,1956,,,,,,,,,,,,,,,,,,
Leucothoe keiskei Miq.,イワナンテン,イワツバキ,標準,703,1863,,,,,,,,,,,,,,,,,,
Cassiope lycopodioides (Pall.) D.Don,イワヒゲ,イワナガヒゲ,標準,708,1834,,,,,,,,,,,,,,,,,,
Vaccinium hirtum Thunb.,ウスノキ,カクミノスノキ,広義,775,1784,,,,,,,,,,,,,,,,,,
Eubotryoides grayana (Maxim.) H.Hara  var. hypoleuca (Nakai) H.Hara,ウラジロハナヒリノキ,コシノハナヒリノキ (Nakai 1921),標準,876,1949,,,,,,,,,,,,,,,,,,
Pyrola minor L.,エゾイチヤクソウ,チシマイチヤクソウ,標準,921,1753,,,,,,,,,,,,,,,,,,
Eubotryoides grayana (Maxim.) H.Hara  var. glabra (Komatsu ex Nakai) H.Hara,エゾウラジロハナヒリノキ,ヒロハハナヒリノキ,標準,927,1935,,,,,,,,,,,,,,,,,,
Therorhodion camtschaticum (Pall.) Small,エゾツツジ,カラフトツツジ,標準,963,1914,,,,,,,,,,,,,,,,,,
Phyllodoce caerulea (L.) Bab.,エゾノツガザクラ,エゾツガザクラ (Makino 1905),標準,1005,1843,,,,,,,,,,,,,,,,,,
Rhododendron dauricum L.,エゾムラサキツツジ,トキワゲンカイ,標準,1041,1753,,,,,,,,,,,,,,,,,,
Phyllodoce x alpina Koidz.,オオツガザクラ,コツガザクラ、シロウマツガザクラ,標準,1222,1918,,,,,,,,,,,,,,,,,,
Vaccinium macrocarpon Aiton,オオミツルコケモモ,クランベリー,標準,1377,1789,,,,,,,,,,,,,,,,,,
Rhododendron yakushimanum Nakai  var. intermedium (Sugim.) T.Yamaz.,オオヤクシマシャクナゲ,ウスゲヤクシマシャクナゲ,標準,1397,1993,,,,,,,,,,,,,,,,,,
Rhododendron weyrichii Maxim.,オンツツジ,"ツクシアカツツジ, タンナアカツツジ",標準,1626,1870,,,,,,,,,,,,,,,,,,
Ledum palustre L.  subsp. diversipilosum (Nakai) H.Hara  var. diversipilosum Nakai,カラフトイソツツジ,カバフトイソツツジ,標準,1772,1917,,,,,,,,,,,,,,,,,,
Rhododendron mucronulatum Turcz.  var. mucronulatum,カラムラサキツツジ,カラゲンカイツツジ,標準,1795,1837,,,,,,,,,,,,,,,,,,
Vaccinium smallii A. Gray  var. versicolor (Koidz.) T.Yamaz.,カンサイスノキ,コバウスノキ (Koidzumi 1915)，アオバウスノキ,標準,1842,0,,,,,,,,,,,,,,,,,,
Rhododendron ripense Makino,キシツツジ,イソツツジ (Makino 1908),標準,1913,1908,,,,,,,,,,,,,,,,,,
Rhododendron x obtusum (Lindl.) Planch.,キリシマツツジ,キリシマ，ホンキリシマ，サタツツジ,標準,2054,1853,,,,,,,,,,,,,,,,,,
Monotropastrum humile (D.Don) H.Hara,ギンリョウソウ,マルミノギンリョウソウ，コギンリョウソウ,標準,2111,1961,,,,,,,,,,,,,,,,,,
Monotropa uniflora L.,ギンリョウソウモドキ,アキノギンリョウソウ，ユウレイタケモドキ (Hara 1938: 810)、ユウレイソウモドキ,標準,2113,1753,,,,,,,,,,,,,,,,,,
Vaccinium ovalifolium Sm.,クロウスゴ,ミヤマクロウスゴ，エゾクロウスゴ，ナガバクロウスゴ，ナガミクロウスゴ,標準,2229,1817,,,,,,,,,,,,,,,,,,
Vaccinium smallii A.Gray  f. glabrescens (H.Hara) M.Mizush. et O.Mori,ケナシオオバスノキ,ケナシスノキ,標準,2379,1958,,,,,,,,,,,,,,,,,,
Rhododendron brachycarpum D.Don ex G.Don  f. fauriei (Franch.) Murata,ケナシハクサンシャクナゲ,ハクサンシャクナゲ (sensu Hara; Ohwi)，ウスキシャクナゲ，ウスベニシャクナゲ,標準,2385,1987,,,,,,,,,,,,,,,,,,
Rhododendron scabrum G.Don,ケラマツツジ,カザンジマ、トウツツジ,標準,2418,1834,,,,,,,,,,,,,,,,,,
Rhododendron mucronulatum Turcz.  var. ciliatum Nakai,ゲンカイツツジ,ケゲンカイツツジ,標準,2419,1917,,,,,,,,,,,,,,,,,,
Vaccinium hirtum Thunb.  var. hirtum,コウスノキ,コバウスノキ，カクミノスノキ，エゾカクミノスノキ,標準,2458,1784,,,,,,,,,,,,,,,,,,
Phyllodoce aleutica (Spreng.) A.Heller x P. caerulea (L.) Bab.,コエゾツガザクラ,ニシキツガザクラ,標準,2499,0,,,,,,,,,,,,,,,,,,
Vaccinium vitis-idaea L.,コケモモ,ヒロハコケモモ ((Kitagawa 1979)，オオバコケモモ,標準,2546,1753,,,,,,,,,,,,,,,,,,
Arcterica nana (Maxim.) Makino,コメバツガザクラ,ハマザクラ,標準,2738,1906,,,,,,,,,,,,,,,,,,
Rhododendron nudipes Nakai,サイゴクミツバツツジ,サイコクミツバツツジ,標準,2791,1926,,,,,,,,,,,,,,,,,,
